name_of_project,title_of_press_release,telegram_1,telegram_1_name,telegram_1_is_group,tg admin 1 name,tg admin 1 username,tg admin 1 contact url,tg admin 1 status,tg admin 2 name,tg admin 2 username,tg admin 2 contact url,tg admin 2 status,tg admin 3 name,tg admin 3 username,tg admin 3 contact url,tg admin 3 status,tg admin 4 name,tg admin 4 username,tg admin 4 contact url,tg admin 4 status,tg admin 5 name,tg admin 5 username,tg admin 5 contact url,tg admin 5 status,tg admin 6 name,tg admin 6 username,tg admin 6 contact url,tg admin 6 status,tg admin 7 name,tg admin 7 username,tg admin 7 contact url,tg admin 7 status,tg admin 8 name,tg admin 8 username,tg admin 8 contact url,tg admin 8 status,tg admin 9 name,tg admin 9 username,tg admin 9 contact url,tg admin 9 status,tg admin 10 name,tg admin 10 username,tg admin 10 contact url,tg admin 10 status,tg admin 11 name,tg admin 11 username,tg admin 11 contact url,tg admin 11 status,tg admin 12 name,tg admin 12 username,tg admin 12 contact url,tg admin 12 status,tg admin 13 name,tg admin 13 username,tg admin 13 contact url,tg admin 13 status,tg admin 14 name,tg admin 14 username,tg admin 14 contact url,tg admin 14 status,tg admin 15 name,tg admin 15 username,tg admin 15 contact url,tg admin 15 status,tg admin 16 name,tg admin 16 username,tg admin 16 contact url,tg admin 16 status,tg admin 17 name,tg admin 17 username,tg admin 17 contact url,tg admin 17 status,tg admin 18 name,tg admin 18 username,tg admin 18 contact url,tg admin 18 status,tg admin 19 name,tg admin 19 username,tg admin 19 contact url,tg admin 19 status,tg admin 20 name,tg admin 20 username,tg admin 20 contact url,tg admin 20 status,tg admin 21 name,tg admin 21 username,tg admin 21 contact url,tg admin 21 status,tg admin 22 name,tg admin 22 username,tg admin 22 contact url,tg admin 22 status,tg admin 23 name,tg admin 23 username,tg admin 23 contact url,tg admin 23 status,tg admin 24 name,tg admin 24 username,tg admin 24 contact url,tg admin 24 status,tg admin 25 name,tg admin 25 username,tg admin 25 contact url,tg admin 25 status,tg admin 26 name,tg admin 26 username,tg admin 26 contact url,tg admin 26 status,tg admin 27 name,tg admin 27 username,tg admin 27 contact url,tg admin 27 status,tg admin 28 name,tg admin 28 username,tg admin 28 contact url,tg admin 28 status,tg admin 29 name,tg admin 29 username,tg admin 29 contact url,tg admin 29 status,tg admin 30 name,tg admin 30 username,tg admin 30 contact url,tg admin 30 status,tg admin 31 name,tg admin 31 username,tg admin 31 contact url,tg admin 31 status,tg admin 32 name,tg admin 32 username,tg admin 32 contact url,tg admin 32 status,tg admin 33 name,tg admin 33 username,tg admin 33 contact url,tg admin 33 status,tg admin 34 name,tg admin 34 username,tg admin 34 contact url,tg admin 34 status,tg admin 35 name,tg admin 35 username,tg admin 35 contact url,tg admin 35 status,tg admin 36 name,tg admin 36 username,tg admin 36 contact url,tg admin 36 status,tg admin 37 name,tg admin 37 username,tg admin 37 contact url,tg admin 37 status,tg admin 38 name,tg admin 38 username,tg admin 38 contact url,tg admin 38 status
Bitcoinist,Tesla Model S As Prize For carVertical listing on KuCoin,https://t.me/Kucoin_Exchange,KuCoin Exchange,True,Thekzar,TheKzar,https://t.me/TheKzar,UserStatusRecently(),CryptoT,CryptoCT1,https://t.me/CryptoCT1,UserStatusRecently(),The Unknown.,Giants1234,https://t.me/Giants1234,UserStatusRecently(),Rohit D.,dhyani_rohit,https://t.me/dhyani_rohit,UserStatusRecently(),Law J.,Lj1989,https://t.me/Lj1989,UserStatusRecently(),Tomi,Steffqing,https://t.me/Steffqing,UserStatusRecently(),Olivier KuCoin,Swifty80,https://t.me/Swifty80,UserStatusRecently(),Edward,hester_edward,https://t.me/hester_edward,UserStatusRecently(),KuCoin Emilia,KuCoin_CS_Support_Emilia,https://t.me/KuCoin_CS_Support_Emilia,UserStatusRecently(),Alicia KuCoin,KucoinAlicia,https://t.me/KucoinAlicia,UserStatusRecently(),Neilton,Neiylton,https://t.me/Neiylton,UserStatusRecently(),Akainu,SakazukiAkainu,https://t.me/SakazukiAkainu,UserStatusRecently(),Luis KuKs,Carlos_morgado,https://t.me/Carlos_morgado,UserStatusRecently(),KuCoin Futures Helper,KuCoin_Futures_Helper,https://t.me/KuCoin_Futures_Helper,,Abby - KuCoin Futures Admin-Not Support,kucoin_futures_official,https://t.me/kucoin_futures_official,UserStatusRecently(),Pavel,pavelvr84,https://t.me/pavelvr84,UserStatusRecently(),Leon,Leoon1125,https://t.me/Leoon1125,UserStatusRecently(),Alicia KuCoin,aliciakao,https://t.me/aliciakao,UserStatusLastMonth(),KuCoin Nancy,KuCoinNancy,https://t.me/KuCoinNancy,UserStatusLastMonth(),Austin,CrazyAustin,https://t.me/CrazyAustin,UserStatusRecently(),Lala,BitcoinAt100K,https://t.me/BitcoinAt100K,UserStatusRecently(),Ropupela,Ropupela,https://t.me/Ropupela,UserStatusRecently(),Jing,JingCheung,https://t.me/JingCheung,UserStatusRecently(),Myholding,myholding1991,https://t.me/myholding1991,UserStatusRecently(),Rheign,RheignZeus,https://t.me/RheignZeus,UserStatusRecently(),Brent,BrentJohnson,https://t.me/BrentJohnson,UserStatusRecently(),Gabriella,GabMoorman,https://t.me/GabMoorman,UserStatusRecently(),Ellen,EllenFletcher,https://t.me/EllenFletcher,UserStatusRecently(),Melanie,MelanieWhite,https://t.me/MelanieWhite,UserStatusRecently(),Alex,AlexJenner,https://t.me/AlexJenner,UserStatusLastWeek(),Steph,StephBurwell,https://t.me/StephBurwell,UserStatusRecently(),Conor,ConorKlasson,https://t.me/ConorKlasson,UserStatusRecently(),Johnny Lyu,johnlkj,https://t.me/johnlkj,UserStatusRecently(),Steve,SteveBaillie,https://t.me/SteveBaillie,UserStatusRecently(),Lucas,Lucas_Berg,https://t.me/Lucas_Berg,UserStatusRecently(),Leon _,TiTaNFPV,https://t.me/TiTaNFPV,UserStatusRecently(),Kent Li,kc_kent,https://t.me/kc_kent,UserStatusLastWeek(),Michael,purekid,https://t.me/purekid,UserStatusRecently()
Bitcoinist,Retail Conglomerate Launches Online Mall Accepting Only MegaX and Bitcoin Cash,https://t.me/Megaxcoin,MegaX Coin,True,Jeremy Khoo,JJistheman,https://t.me/JJistheman,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,World’s First AI & Blockchain-Based Dating & Relationship Project Viola.AI Raises 70% of Pre-Sale Hard Cap with Less Than 2 Weeks Left,https://t.me/ViolaAI,Viola.AI - COMMUNITY,True,Paul Bultman,PaulBultman,https://t.me/PaulBultman,UserStatusRecently(),MOHAMMAD ABU-EL-IZZ,Kaizen1963,https://t.me/Kaizen1963,UserStatusRecently(),Jay Paul,KryptoJay,https://t.me/KryptoJay,UserStatusRecently(),Martti Dumangeng,TramKeith,https://t.me/TramKeith,UserStatusLastMonth(),Jamie Lee,JamieLee,https://t.me/JamieLee,UserStatusRecently(),Violet Lim 💜,VioletLim,https://t.me/VioletLim,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"7 More Serial Entrepreneurs, Blockchain and Crypto Experts Join Viola.AI Advisory Board",https://t.me/ViolaAI,Viola.AI - COMMUNITY,True,Paul Bultman,PaulBultman,https://t.me/PaulBultman,UserStatusRecently(),MOHAMMAD ABU-EL-IZZ,Kaizen1963,https://t.me/Kaizen1963,UserStatusRecently(),Jay Paul,KryptoJay,https://t.me/KryptoJay,UserStatusRecently(),Martti Dumangeng,TramKeith,https://t.me/TramKeith,UserStatusLastMonth(),Jamie Lee,JamieLee,https://t.me/JamieLee,UserStatusRecently(),Violet Lim 💜,VioletLim,https://t.me/VioletLim,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Enjin (ENJ) Now Trading on KuCoin - ENJ/BTC and ENJ/ETH,https://t.me/Kucoin_Exchange,KuCoin Exchange,True,Thekzar,TheKzar,https://t.me/TheKzar,UserStatusRecently(),CryptoT,CryptoCT1,https://t.me/CryptoCT1,UserStatusRecently(),The Unknown.,Giants1234,https://t.me/Giants1234,UserStatusRecently(),Rohit D.,dhyani_rohit,https://t.me/dhyani_rohit,UserStatusRecently(),Law J.,Lj1989,https://t.me/Lj1989,UserStatusRecently(),Tomi,Steffqing,https://t.me/Steffqing,UserStatusRecently(),Olivier KuCoin,Swifty80,https://t.me/Swifty80,UserStatusRecently(),Edward,hester_edward,https://t.me/hester_edward,UserStatusRecently(),KuCoin Emilia,KuCoin_CS_Support_Emilia,https://t.me/KuCoin_CS_Support_Emilia,UserStatusRecently(),Alicia KuCoin,KucoinAlicia,https://t.me/KucoinAlicia,UserStatusRecently(),Neilton,Neiylton,https://t.me/Neiylton,UserStatusRecently(),Akainu,SakazukiAkainu,https://t.me/SakazukiAkainu,UserStatusRecently(),Luis KuKs,Carlos_morgado,https://t.me/Carlos_morgado,UserStatusRecently(),KuCoin Futures Helper,KuCoin_Futures_Helper,https://t.me/KuCoin_Futures_Helper,,Abby - KuCoin Futures Admin-Not Support,kucoin_futures_official,https://t.me/kucoin_futures_official,UserStatusRecently(),Pavel,pavelvr84,https://t.me/pavelvr84,UserStatusRecently(),Leon,Leoon1125,https://t.me/Leoon1125,UserStatusRecently(),Alicia KuCoin,aliciakao,https://t.me/aliciakao,UserStatusLastMonth(),KuCoin Nancy,KuCoinNancy,https://t.me/KuCoinNancy,UserStatusLastMonth(),Austin,CrazyAustin,https://t.me/CrazyAustin,UserStatusRecently(),Lala,BitcoinAt100K,https://t.me/BitcoinAt100K,UserStatusRecently(),Ropupela,Ropupela,https://t.me/Ropupela,UserStatusRecently(),Jing,JingCheung,https://t.me/JingCheung,UserStatusRecently(),Myholding,myholding1991,https://t.me/myholding1991,UserStatusRecently(),Rheign,RheignZeus,https://t.me/RheignZeus,UserStatusRecently(),Brent,BrentJohnson,https://t.me/BrentJohnson,UserStatusRecently(),Gabriella,GabMoorman,https://t.me/GabMoorman,UserStatusRecently(),Ellen,EllenFletcher,https://t.me/EllenFletcher,UserStatusRecently(),Melanie,MelanieWhite,https://t.me/MelanieWhite,UserStatusRecently(),Alex,AlexJenner,https://t.me/AlexJenner,UserStatusLastWeek(),Steph,StephBurwell,https://t.me/StephBurwell,UserStatusRecently(),Conor,ConorKlasson,https://t.me/ConorKlasson,UserStatusRecently(),Johnny Lyu,johnlkj,https://t.me/johnlkj,UserStatusRecently(),Steve,SteveBaillie,https://t.me/SteveBaillie,UserStatusRecently(),Lucas,Lucas_Berg,https://t.me/Lucas_Berg,UserStatusRecently(),Leon _,TiTaNFPV,https://t.me/TiTaNFPV,UserStatusRecently(),Kent Li,kc_kent,https://t.me/kc_kent,UserStatusLastWeek(),Michael,purekid,https://t.me/purekid,UserStatusRecently()
Bitcoinist,Enjin (ENJ) Now Trading on KuCoin - ENJ/BTC and ENJ/ETH,https://t.me/enjin_coin,@enjin_coin,True,Brad,Bradez,https://t.me/Bradez,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,ai gang (AIX) Listed on KuCoin - AIX/BTC and AIX/ETH,https://t.me/Kucoin_Exchange,KuCoin Exchange,True,Thekzar,TheKzar,https://t.me/TheKzar,UserStatusRecently(),CryptoT,CryptoCT1,https://t.me/CryptoCT1,UserStatusRecently(),The Unknown.,Giants1234,https://t.me/Giants1234,UserStatusRecently(),Rohit D.,dhyani_rohit,https://t.me/dhyani_rohit,UserStatusRecently(),Law J.,Lj1989,https://t.me/Lj1989,UserStatusRecently(),Tomi,Steffqing,https://t.me/Steffqing,UserStatusRecently(),Olivier KuCoin,Swifty80,https://t.me/Swifty80,UserStatusRecently(),Edward,hester_edward,https://t.me/hester_edward,UserStatusRecently(),KuCoin Emilia,KuCoin_CS_Support_Emilia,https://t.me/KuCoin_CS_Support_Emilia,UserStatusRecently(),Alicia KuCoin,KucoinAlicia,https://t.me/KucoinAlicia,UserStatusRecently(),Neilton,Neiylton,https://t.me/Neiylton,UserStatusRecently(),Akainu,SakazukiAkainu,https://t.me/SakazukiAkainu,UserStatusRecently(),Luis KuKs,Carlos_morgado,https://t.me/Carlos_morgado,UserStatusRecently(),KuCoin Futures Helper,KuCoin_Futures_Helper,https://t.me/KuCoin_Futures_Helper,,Abby - KuCoin Futures Admin-Not Support,kucoin_futures_official,https://t.me/kucoin_futures_official,UserStatusRecently(),Pavel,pavelvr84,https://t.me/pavelvr84,UserStatusRecently(),Leon,Leoon1125,https://t.me/Leoon1125,UserStatusRecently(),Alicia KuCoin,aliciakao,https://t.me/aliciakao,UserStatusLastMonth(),KuCoin Nancy,KuCoinNancy,https://t.me/KuCoinNancy,UserStatusLastMonth(),Austin,CrazyAustin,https://t.me/CrazyAustin,UserStatusRecently(),Lala,BitcoinAt100K,https://t.me/BitcoinAt100K,UserStatusRecently(),Ropupela,Ropupela,https://t.me/Ropupela,UserStatusRecently(),Jing,JingCheung,https://t.me/JingCheung,UserStatusRecently(),Myholding,myholding1991,https://t.me/myholding1991,UserStatusRecently(),Rheign,RheignZeus,https://t.me/RheignZeus,UserStatusRecently(),Brent,BrentJohnson,https://t.me/BrentJohnson,UserStatusRecently(),Gabriella,GabMoorman,https://t.me/GabMoorman,UserStatusRecently(),Ellen,EllenFletcher,https://t.me/EllenFletcher,UserStatusRecently(),Melanie,MelanieWhite,https://t.me/MelanieWhite,UserStatusRecently(),Alex,AlexJenner,https://t.me/AlexJenner,UserStatusLastWeek(),Steph,StephBurwell,https://t.me/StephBurwell,UserStatusRecently(),Conor,ConorKlasson,https://t.me/ConorKlasson,UserStatusRecently(),Johnny Lyu,johnlkj,https://t.me/johnlkj,UserStatusRecently(),Steve,SteveBaillie,https://t.me/SteveBaillie,UserStatusRecently(),Lucas,Lucas_Berg,https://t.me/Lucas_Berg,UserStatusRecently(),Leon _,TiTaNFPV,https://t.me/TiTaNFPV,UserStatusRecently(),Kent Li,kc_kent,https://t.me/kc_kent,UserStatusLastWeek(),Michael,purekid,https://t.me/purekid,UserStatusRecently()
Bitcoinist,Paycent Opens Pre-Registration for Paycent Debit Cards on January 15,https://t.me/paycent,Paycent,True,Siee,thatguy22,https://t.me/thatguy22,UserStatusRecently(),Joseph,josephjj,https://t.me/josephjj,UserStatusRecently(),Kim tae min,Yoktm,https://t.me/Yoktm,UserStatusRecently(),SG,sg0006,https://t.me/sg0006,,Alex,alex777077,https://t.me/alex777077,UserStatusRecently(),Paycent Global,paycentglobal,https://t.me/paycentglobal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,e-Chat Launches 3rd Round of Token Sale,https://t.me/ico_eChat,e-Chat ICO,True,Gregor,gregorjan,https://t.me/gregorjan,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Australian Based MoxyOne is Offering ICO’s White Labelled Debit Card Infrastructure,https://t.me/moxyone,DELETED,True,99,abbasmhd,https://t.me/abbasmhd,UserStatusLastMonth(),Tanshul - MoxyOne Team,tanshul,https://t.me/tanshul,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Exclusive Interview with Prof. Steve Deng: Using AI to Develop Blockchain,https://t.me/matrixainetwork,MATRIX AI Network,True,Jesse,JesseV30,https://t.me/JesseV30,UserStatusRecently(),Ꮇ𝖔𝖍𝖎𝖙 || Community Manager,mohit_194,https://t.me/mohit_194,UserStatusRecently(),Steady_dee,redsky352,https://t.me/redsky352,UserStatusRecently(),Pearl Mimi,Mimitee,https://t.me/Mimitee,UserStatusRecently(),The Elk,TheElk3,https://t.me/TheElk3,UserStatusRecently(),Selami Sahin,delikanli007,https://t.me/delikanli007,UserStatusRecently(),AI ROBOT,AIRobot101,https://t.me/AIRobot101,UserStatusRecently(),Hummes,Hummes,https://t.me/Hummes,UserStatusRecently(),Alfred,Ilwennor,https://t.me/Ilwennor,UserStatusRecently(),Prince,prince3403,https://t.me/prince3403,UserStatusRecently(),MrKrabs,MrKrabs22,https://t.me/MrKrabs22,UserStatusRecently(),heini,heinii,https://t.me/heinii,UserStatusRecently(),Joker,Joker13133276195,https://t.me/Joker13133276195,UserStatusRecently(),MatrixIronMan,MatrixIronMan,https://t.me/MatrixIronMan,UserStatusLastMonth(),Faz Faisal,faisal668,https://t.me/faisal668,UserStatusRecently(),Sertac Tanriverdi,SERTACTR,https://t.me/SERTACTR,UserStatusRecently(),Jerry 🇳🇱,JHollander,https://t.me/JHollander,UserStatusRecently(),Ket Net,Ketnet40,https://t.me/Ketnet40,UserStatusRecently(),Owen Tao,MusicEnding,https://t.me/MusicEnding,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Snovio Lead Generation for the Blockchain Gets Released on KuCoin,https://t.me/Kucoin_Exchange,KuCoin Exchange,True,Thekzar,TheKzar,https://t.me/TheKzar,UserStatusRecently(),CryptoT,CryptoCT1,https://t.me/CryptoCT1,UserStatusRecently(),The Unknown.,Giants1234,https://t.me/Giants1234,UserStatusRecently(),Rohit D.,dhyani_rohit,https://t.me/dhyani_rohit,UserStatusRecently(),Law J.,Lj1989,https://t.me/Lj1989,UserStatusRecently(),Tomi,Steffqing,https://t.me/Steffqing,UserStatusRecently(),Olivier KuCoin,Swifty80,https://t.me/Swifty80,UserStatusRecently(),Edward,hester_edward,https://t.me/hester_edward,UserStatusRecently(),KuCoin Emilia,KuCoin_CS_Support_Emilia,https://t.me/KuCoin_CS_Support_Emilia,UserStatusRecently(),Alicia KuCoin,KucoinAlicia,https://t.me/KucoinAlicia,UserStatusRecently(),Neilton,Neiylton,https://t.me/Neiylton,UserStatusRecently(),Akainu,SakazukiAkainu,https://t.me/SakazukiAkainu,UserStatusRecently(),Luis KuKs,Carlos_morgado,https://t.me/Carlos_morgado,UserStatusRecently(),KuCoin Futures Helper,KuCoin_Futures_Helper,https://t.me/KuCoin_Futures_Helper,,Abby - KuCoin Futures Admin-Not Support,kucoin_futures_official,https://t.me/kucoin_futures_official,UserStatusRecently(),Pavel,pavelvr84,https://t.me/pavelvr84,UserStatusRecently(),Leon,Leoon1125,https://t.me/Leoon1125,UserStatusRecently(),Alicia KuCoin,aliciakao,https://t.me/aliciakao,UserStatusLastMonth(),KuCoin Nancy,KuCoinNancy,https://t.me/KuCoinNancy,UserStatusLastMonth(),Austin,CrazyAustin,https://t.me/CrazyAustin,UserStatusRecently(),Lala,BitcoinAt100K,https://t.me/BitcoinAt100K,UserStatusRecently(),Ropupela,Ropupela,https://t.me/Ropupela,UserStatusRecently(),Jing,JingCheung,https://t.me/JingCheung,UserStatusRecently(),Myholding,myholding1991,https://t.me/myholding1991,UserStatusRecently(),Rheign,RheignZeus,https://t.me/RheignZeus,UserStatusRecently(),Brent,BrentJohnson,https://t.me/BrentJohnson,UserStatusRecently(),Gabriella,GabMoorman,https://t.me/GabMoorman,UserStatusRecently(),Ellen,EllenFletcher,https://t.me/EllenFletcher,UserStatusRecently(),Melanie,MelanieWhite,https://t.me/MelanieWhite,UserStatusRecently(),Alex,AlexJenner,https://t.me/AlexJenner,UserStatusLastWeek(),Steph,StephBurwell,https://t.me/StephBurwell,UserStatusRecently(),Conor,ConorKlasson,https://t.me/ConorKlasson,UserStatusRecently(),Johnny Lyu,johnlkj,https://t.me/johnlkj,UserStatusRecently(),Steve,SteveBaillie,https://t.me/SteveBaillie,UserStatusRecently(),Lucas,Lucas_Berg,https://t.me/Lucas_Berg,UserStatusRecently(),Leon _,TiTaNFPV,https://t.me/TiTaNFPV,UserStatusRecently(),Kent Li,kc_kent,https://t.me/kc_kent,UserStatusLastWeek(),Michael,purekid,https://t.me/purekid,UserStatusRecently()
Bitcoinist,Snovio Lead Generation for the Blockchain Gets Released on KuCoin,https://t.me/snovio_ico,Snovio.Space,True,Denys Kalinichenko,dksnovian,https://t.me/dksnovian,UserStatusRecently(),Daria Shevchenko,DariaSnovio,https://t.me/DariaSnovio,UserStatusRecently(),Ж Medvednikov,Medvednikov,https://t.me/Medvednikov,UserStatusRecently(),Olekksii Kratko,Oleksiikratko,https://t.me/Oleksiikratko,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"Viola.AI, the A.I Blockchain Marketplace for Love Partners with Matchmaking Institute to Bring Thousands of Trained Dating Experts from 46 Countries",https://t.me/ViolaAI,Viola.AI - COMMUNITY,True,Paul Bultman,PaulBultman,https://t.me/PaulBultman,UserStatusRecently(),MOHAMMAD ABU-EL-IZZ,Kaizen1963,https://t.me/Kaizen1963,UserStatusRecently(),Jay Paul,KryptoJay,https://t.me/KryptoJay,UserStatusRecently(),Martti Dumangeng,TramKeith,https://t.me/TramKeith,UserStatusLastMonth(),Jamie Lee,JamieLee,https://t.me/JamieLee,UserStatusRecently(),Violet Lim 💜,VioletLim,https://t.me/VioletLim,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"Pre-token Sale is Now Open for CoinMetro Exchange, a New Cryptocurrency Trading and Investing Platform, from the Team Behind Forex Provider, FXPIG.",https://t.me/CoinMetro,CoinMetro,True,Will,Coinmetro_Will,https://t.me/Coinmetro_Will,UserStatusRecently(),Adil,adil_coinmetro,https://t.me/adil_coinmetro,UserStatusRecently(),Pamela,Pamela_coinmetro,https://t.me/Pamela_coinmetro,UserStatusRecently(),William,william_coinmetro,https://t.me/william_coinmetro,UserStatusRecently(),Regina,Coinmetro_Regina,https://t.me/Coinmetro_Regina,UserStatusRecently(),Babek,babek_coinmetro,https://t.me/babek_coinmetro,UserStatusRecently(),Denisse,denisse_coinmetro,https://t.me/denisse_coinmetro,UserStatusRecently(),Maris,Maris_CoinMetro,https://t.me/Maris_CoinMetro,UserStatusRecently(),Michael @ CoinMetro,Michael_CoinMetro,https://t.me/Michael_CoinMetro,UserStatusRecently(),Oliver G,Coinmetro_Oliver,https://t.me/Coinmetro_Oliver,UserStatusRecently(),Stephen C,stech22,https://t.me/stech22,UserStatusRecently(),Evan Griffin,Evan_CoinMetro,https://t.me/Evan_CoinMetro,UserStatusRecently(),Kevin Murcko,kevinmurcko,https://t.me/kevinmurcko,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,BANKEX Ranked One of the Top 20 ICOs of All Time,https://t.me/bankex,BANKEX.com,True,Ian AmaZix,Ian_D_UK,https://t.me/Ian_D_UK,UserStatusRecently(),Carlo AmaZix,Catch21,https://t.me/Catch21,UserStatusRecently(),Nexy AmaZix,NexyAma,https://t.me/NexyAma,UserStatusRecently(),Stark AmaZix,iamgekko,https://t.me/iamgekko,UserStatusRecently(),Diogo AmaZix,obsAmaZix,https://t.me/obsAmaZix,UserStatusRecently(),Larry AmaZix,heelaree,https://t.me/heelaree,UserStatusRecently(),Guo,goyoung66,https://t.me/goyoung66,UserStatusRecently(),Anna Agapova,Anna1agapva,https://t.me/Anna1agapva,UserStatusRecently(),Andrew Campbell-Boross,AndrewCB,https://t.me/AndrewCB,UserStatusRecently(),OldPaul AmaZix,Oldpaul,https://t.me/Oldpaul,UserStatusRecently(),Igor K.,bankstr,https://t.me/bankstr,UserStatusRecently(),BANKEX Community Manager,bankexsupport,https://t.me/bankexsupport,UserStatusRecently(),Dima | Bankex,ddiddi,https://t.me/ddiddi,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Oyster Pearl Listed On KuCoin: Trading in Progress Now,https://t.me/oysterprotocol,Oyster Protocol,True,Bruno Block,brunoblock,https://t.me/brunoblock,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,DENT Will Be Listed On KuCoin: Trading Starts On December 18 With 10 Million DENT As Prize For Top Traders,https://t.me/dentcoin,DENT - OFFICIAL,True,Kirves,kirvess,https://t.me/kirvess,UserStatusLastMonth(),Barry Badrinath,BarryBadrinath,https://t.me/BarryBadrinath,UserStatusRecently(),Vasilis P.,vasilispasparasofficial,https://t.me/vasilispasparasofficial,UserStatusLastWeek(),Eneko As,Enekoas,https://t.me/Enekoas,UserStatusRecently(),Mjǫllnir,dent_fan,https://t.me/dent_fan,,Infinite (BEWARE of Giveaway Scams!),DENT_Infinite,https://t.me/DENT_Infinite,UserStatusRecently(),andee,andeev,https://t.me/andeev,UserStatusRecently(),mikko,Mikko2,https://t.me/Mikko2,UserStatusRecently(),Mark Xu,zhengyi1231,https://t.me/zhengyi1231,,Vasilis P. 🇬🇷 (BEWARE of giveaway scams!),vasilispasparas,https://t.me/vasilispasparas,UserStatusRecently(),Tero Katajainen,terodent,https://t.me/terodent,UserStatusRecently(),Eric,Eric_TM,https://t.me/Eric_TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
